Gene,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
argC,1,1,1,1,1,1,1,1
dctP,1,1,1,1,1,1,1,1
group_3312,1,1,1,1,1,1,1,1
fdhD,1,1,1,1,1,1,1,1
mnhE,1,1,1,1,1,1,1,1
hom,1,1,1,1,1,1,1,1
citM,1,1,1,1,1,1,1,1
group_3286,1,1,1,1,1,1,1,1
dctA,1,1,1,1,1,1,1,1
group_3258,1,1,1,1,1,1,1,1
pgpB,1,1,1,1,1,1,1,1
group_3227,1,1,1,1,1,1,1,1
phaG,1,1,1,1,1,1,1,1
group_3214,1,1,1,1,1,1,1,1
slyX,1,1,1,1,1,1,1,1
group_3213,1,1,1,1,1,1,1,1
rraA,1,1,1,1,1,1,1,1
oppA~~~lysM,1,1,1,1,1,1,1,1
hutI,1,1,1,1,1,1,1,1
group_3200,1,1,1,1,1,1,1,1
group_3199,1,1,1,1,1,1,1,1
sutA,1,1,1,1,1,1,1,1
group_3195,1,1,1,1,1,1,1,1
group_3185,1,1,1,1,1,1,1,1
acnA,1,1,1,1,1,1,1,1
group_3183,1,1,1,1,1,1,1,1
group_3182,1,1,1,1,1,1,1,1
group_3179,1,1,1,1,1,1,1,1
group_3178,1,1,1,1,1,1,1,1
sodA,1,1,1,1,1,1,1,1
maf,1,1,1,1,1,1,1,1
group_3170,1,1,1,1,1,1,1,1
vgrG1c,1,1,1,1,1,1,1,1
group_3167,1,1,1,1,1,1,1,1
group_3166,1,1,1,1,1,1,1,1
group_3165,1,1,1,1,1,1,1,1
group_3163,1,1,1,1,1,1,1,1
group_3159,1,1,1,1,1,1,1,1
group_3154,1,1,1,1,1,1,1,1
lysR~~~trpI,1,1,1,1,1,1,1,1
group_3151,1,1,1,1,1,1,1,1
phnB,1,1,1,1,1,1,1,1
ctpH,1,1,1,1,1,1,1,1
group_3141,1,1,1,1,1,1,1,1
group_3135,1,1,1,1,1,1,1,1
group_3134,1,1,1,1,1,1,1,1
group_3131,1,1,1,1,1,1,1,1
group_3127,1,1,1,1,1,1,1,1
group_3125,1,1,1,1,1,1,1,1
group_3124,1,1,1,1,1,1,1,1
pA1667,1,1,1,1,1,1,1,1
creC,1,1,1,1,1,1,1,1
group_3115,1,1,1,1,1,1,1,1
group_3111,1,1,1,1,1,1,1,1
dgt2,1,1,1,1,1,1,1,1
cobB1,1,1,1,1,1,1,1,1
phoR,1,1,1,1,1,1,1,1
mltF,1,1,1,1,1,1,1,1
ptsP,1,1,1,1,1,1,1,1
group_3102,1,1,1,1,1,1,1,1
hscA,1,1,1,1,1,1,1,1
kapD,1,1,1,1,1,1,1,1
group_3093,1,1,1,1,1,1,1,1
oapA,1,1,1,1,1,1,1,1
group_3091,1,1,1,1,1,1,1,1
group_3090,1,1,1,1,1,1,1,1
antA,1,1,1,1,1,1,1,1
hsiJ1,1,1,1,1,1,1,1,1
group_3089,1,1,1,1,1,1,1,1
ykgJ,1,1,1,1,1,1,1,1
acpP,1,1,1,1,1,1,1,1
group_3071,1,1,1,1,1,1,1,1
glmM,1,1,1,1,1,1,1,1
cadR,1,1,1,1,1,1,1,1
cyaA,1,1,1,1,1,1,1,1
group_3062,1,1,1,1,1,1,1,1
group_3060,1,1,1,1,1,1,1,1
group_3059,1,1,1,1,1,1,1,1
trm112,1,1,1,1,1,1,1,1
sfsA,1,1,1,1,1,1,1,1
nirG,1,1,1,1,1,1,1,1
group_3053,1,1,1,1,1,1,1,1
miaB,1,1,1,1,1,1,1,1
group_3051,1,1,1,1,1,1,1,1
group_3047,1,1,1,1,1,1,1,1
lepB,1,1,1,1,1,1,1,1
group_3043,1,1,1,1,1,1,1,1
ncs1,1,1,1,1,1,1,1,1
group_3042,1,1,1,1,1,1,1,1
group_3039,1,1,1,1,1,1,1,1
moaE,1,1,1,1,1,1,1,1
group_3037,1,1,1,1,1,1,1,1
cheR2,1,1,1,1,1,1,1,1
group_3033,1,1,1,1,1,1,1,1
hslU,1,1,1,1,1,1,1,1
group_3025,1,1,1,1,1,1,1,1
queE,1,1,1,1,1,1,1,1
dprA,1,1,1,1,1,1,1,1
fha1,1,1,1,1,1,1,1,1
group_3011,1,1,1,1,1,1,1,1
cobB2,1,1,1,1,1,1,1,1
group_3010,1,1,1,1,1,1,1,1
ydeE~~~brlR,1,1,1,1,1,1,1,1
group_3009,1,1,1,1,1,1,1,1
group_3008,1,1,1,1,1,1,1,1
cycH,1,1,1,1,1,1,1,1
siaD,1,1,1,1,1,1,1,1
bauA,1,1,1,1,1,1,1,1
murD,1,1,1,1,1,1,1,1
group_2998,1,1,1,1,1,1,1,1
nptA,1,1,1,1,1,1,1,1
group_2997,1,1,1,1,1,1,1,1
group_2996,1,1,1,1,1,1,1,1
group_2995,1,1,1,1,1,1,1,1
aCT3,1,1,1,1,1,1,1,1
group_2985,1,1,1,1,1,1,1,1
group_2982,1,1,1,1,1,1,1,1
accC,1,1,1,1,1,1,1,1
elsH,1,1,1,1,1,1,1,1
algB,1,1,1,1,1,1,1,1
group_2978,1,1,1,1,1,1,1,1
nagZ,1,1,1,1,1,1,1,1
group_2976,1,1,1,1,1,1,1,1
ydhL,1,1,1,1,1,1,1,1
yafK,1,1,1,1,1,1,1,1
cpdA,1,1,1,1,1,1,1,1
group_2974,1,1,1,1,1,1,1,1
yaiI,1,1,1,1,1,1,1,1
group_2973,1,1,1,1,1,1,1,1
group_2972,1,1,1,1,1,1,1,1
group_2971,1,1,1,1,1,1,1,1
gnuT,1,1,1,1,1,1,1,1
ychJ,1,1,1,1,1,1,1,1
dusC,1,1,1,1,1,1,1,1
group_2966,1,1,1,1,1,1,1,1
group_2964,1,1,1,1,1,1,1,1
group_2959,1,1,1,1,1,1,1,1
group_2957,1,1,1,1,1,1,1,1
fliI,1,1,1,1,1,1,1,1
group_2956,1,1,1,1,1,1,1,1
tusC,1,1,1,1,1,1,1,1
group_2954,1,1,1,1,1,1,1,1
group_2953,1,1,1,1,1,1,1,1
yktD,1,1,1,1,1,1,1,1
group_2949,1,1,1,1,1,1,1,1
tagF,1,1,1,1,1,1,1,1
atoC,1,1,1,1,1,1,1,1
group_2942,1,1,1,1,1,1,1,1
group_2940,1,1,1,1,1,1,1,1
group_2938,1,1,1,1,1,1,1,1
group_2937,1,1,1,1,1,1,1,1
group_2936,1,1,1,1,1,1,1,1
wrbA,1,1,1,1,1,1,1,1
group_2935,1,1,1,1,1,1,1,1
group_2931,1,1,1,1,1,1,1,1
purM,1,1,1,1,1,1,1,1
grxC,1,1,1,1,1,1,1,1
lptC,1,1,1,1,1,1,1,1
cheA~~~pA1458,1,1,1,1,1,1,1,1
group_2923,1,1,1,1,1,1,1,1
blc,1,1,1,1,1,1,1,1
group_2920,1,1,1,1,1,1,1,1
group_2918,1,1,1,1,1,1,1,1
hemL,1,1,1,1,1,1,1,1
waaP,1,1,1,1,1,1,1,1
group_2906,1,1,1,1,1,1,1,1
group_2903,1,1,1,1,1,1,1,1
glmU,1,1,1,1,1,1,1,1
msrC,1,1,1,1,1,1,1,1
group_2900,1,1,1,1,1,1,1,1
artM,1,1,1,1,1,1,1,1
group_2896,1,1,1,1,1,1,1,1
rssA,1,1,1,1,1,1,1,1
tango2,1,1,1,1,1,1,1,1
group_2889,1,1,1,1,1,1,1,1
xthA,1,1,1,1,1,1,1,1
group_2885,1,1,1,1,1,1,1,1
lprI,1,1,1,1,1,1,1,1
group_2878,1,1,1,1,1,1,1,1
group_2877,1,1,1,1,1,1,1,1
ycaQ,1,1,1,1,1,1,1,1
group_2867,1,1,1,1,1,1,1,1
group_2866,1,1,1,1,1,1,1,1
group_2865,1,1,1,1,1,1,1,1
phnE,1,1,1,1,1,1,1,1
group_2862,1,1,1,1,1,1,1,1
group_2859,1,1,1,1,1,1,1,1
group_2857,1,1,1,1,1,1,1,1
group_2856,1,1,1,1,1,1,1,1
acd,1,1,1,1,1,1,1,1
group_2854,1,1,1,1,1,1,1,1
group_2851,1,1,1,1,1,1,1,1
yhhQ,1,1,1,1,1,1,1,1
group_2849,1,1,1,1,1,1,1,1
tapT,1,1,1,1,1,1,1,1
hmuV,1,1,1,1,1,1,1,1
chuT,1,1,1,1,1,1,1,1
mopI,1,1,1,1,1,1,1,1
group_2844,1,1,1,1,1,1,1,1
group_2843,1,1,1,1,1,1,1,1
group_2842,1,1,1,1,1,1,1,1
kdpD,1,1,1,1,1,1,1,1
group_2840,1,1,1,1,1,1,1,1
group_2839,1,1,1,1,1,1,1,1
group_2836,1,1,1,1,1,1,1,1
tsaC,1,1,1,1,1,1,1,1
azoR3,1,1,1,1,1,1,1,1
group_2831,1,1,1,1,1,1,1,1
group_2830,1,1,1,1,1,1,1,1
flgM,1,1,1,1,1,1,1,1
group_2828,1,1,1,1,1,1,1,1
group_2827,1,1,1,1,1,1,1,1
yhfA,1,1,1,1,1,1,1,1
cbiG,1,1,1,1,1,1,1,1
group_2823,1,1,1,1,1,1,1,1
tpm,1,1,1,1,1,1,1,1
group_2819,1,1,1,1,1,1,1,1
group_2818,1,1,1,1,1,1,1,1
group_2814,1,1,1,1,1,1,1,1
moaB,1,1,1,1,1,1,1,1
ltaE,1,1,1,1,1,1,1,1
sRPBCC,1,1,1,1,1,1,1,1
group_2810,1,1,1,1,1,1,1,1
group_2805,1,1,1,1,1,1,1,1
cysS,1,1,1,1,1,1,1,1
group_2800,1,1,1,1,1,1,1,1
group_2799,1,1,1,1,1,1,1,1
pilS,1,1,1,1,1,1,1,1
motA,1,1,1,1,1,1,1,1
narG~~~narZ,1,1,1,1,1,1,1,1
group_2798,1,1,1,1,1,1,1,1
waaG,1,1,1,1,1,1,1,1
amiC,1,1,1,1,1,1,1,1
group_2793,1,1,1,1,1,1,1,1
pxpB,1,1,1,1,1,1,1,1
rfbA,1,1,1,1,1,1,1,1
group_2789,1,1,1,1,1,1,1,1
ppnN,1,1,1,1,1,1,1,1
group_2788,1,1,1,1,1,1,1,1
moeB,1,1,1,1,1,1,1,1
aroB,1,1,1,1,1,1,1,1
cypX,1,1,1,1,1,1,1,1
group_2781,1,1,1,1,1,1,1,1
xseA,1,1,1,1,1,1,1,1
group_2773,1,1,1,1,1,1,1,1
group_2770,1,1,1,1,1,1,1,1
group_2769,1,1,1,1,1,1,1,1
speD,1,1,1,1,1,1,1,1
pqsH,1,1,1,1,1,1,1,1
ampE,1,1,1,1,1,1,1,1
group_2758,1,1,1,1,1,1,1,1
group_2754,1,1,1,1,1,1,1,1
group_2753,1,1,1,1,1,1,1,1
purC,1,1,1,1,1,1,1,1
lox,1,1,1,1,1,1,1,1
group_2750,1,1,1,1,1,1,1,1
bioC,1,1,1,1,1,1,1,1
amtB,1,1,1,1,1,1,1,1
group_2748,1,1,1,1,1,1,1,1
group_2747,1,1,1,1,1,1,1,1
group_2744,1,1,1,1,1,1,1,1
fumC1,1,1,1,1,1,1,1,1
osmF,1,1,1,1,1,1,1,1
sthA,1,1,1,1,1,1,1,1
group_2736,1,1,1,1,1,1,1,1
group_2735,1,1,1,1,1,1,1,1
eCM4,1,1,1,1,1,1,1,1
group_2734,1,1,1,1,1,1,1,1
eutB,1,1,1,1,1,1,1,1
group_2731,1,1,1,1,1,1,1,1
yegQ,1,1,1,1,1,1,1,1
amgK,1,1,1,1,1,1,1,1
argH,1,1,1,1,1,1,1,1
group_2730,1,1,1,1,1,1,1,1
group_2729,1,1,1,1,1,1,1,1
mASE1,1,1,1,1,1,1,1,1
group_2726,1,1,1,1,1,1,1,1
group_2724,1,1,1,1,1,1,1,1
group_2723,1,1,1,1,1,1,1,1
group_2722,1,1,1,1,1,1,1,1
group_2721,1,1,1,1,1,1,1,1
ampDh3,1,1,1,1,1,1,1,1
group_2720,1,1,1,1,1,1,1,1
ydfG,1,1,1,1,1,1,1,1
group_2719,1,1,1,1,1,1,1,1
group_2716,1,1,1,1,1,1,1,1
norB,1,1,1,1,1,1,1,1
sotB,1,1,1,1,1,1,1,1
folA,1,1,1,1,1,1,1,1
group_2712,1,1,1,1,1,1,1,1
group_2711,1,1,1,1,1,1,1,1
group_2710,1,1,1,1,1,1,1,1
antC,1,1,1,1,1,1,1,1
group_2705,1,1,1,1,1,1,1,1
group_2702,1,1,1,1,1,1,1,1
mvfR,1,1,1,1,1,1,1,1
pmbA,1,1,1,1,1,1,1,1
group_2697,1,1,1,1,1,1,1,1
group_2695,1,1,1,1,1,1,1,1
yehS,1,1,1,1,1,1,1,1
group_2694,1,1,1,1,1,1,1,1
ulaG,1,1,1,1,1,1,1,1
ubiC,1,1,1,1,1,1,1,1
glcF,1,1,1,1,1,1,1,1
xcpQ~~~gspD,1,1,1,1,1,1,1,1
ySH1,1,1,1,1,1,1,1,1
pcnB,1,1,1,1,1,1,1,1
group_2686,1,1,1,1,1,1,1,1
group_2685,1,1,1,1,1,1,1,1
group_2684,1,1,1,1,1,1,1,1
dnaA,1,1,1,1,1,1,1,1
group_2683,1,1,1,1,1,1,1,1
cca,1,1,1,1,1,1,1,1
narK2,1,1,1,1,1,1,1,1
fecA,1,1,1,1,1,1,1,1
group_2675,1,1,1,1,1,1,1,1
pvdP,1,1,1,1,1,1,1,1
pvdO~~~yfmG,1,1,1,1,1,1,1,1
group_2673,1,1,1,1,1,1,1,1
group_2672,1,1,1,1,1,1,1,1
group_2671,1,1,1,1,1,1,1,1
group_2670,1,1,1,1,1,1,1,1
speE,1,1,1,1,1,1,1,1
group_2660,1,1,1,1,1,1,1,1
group_2658,1,1,1,1,1,1,1,1
bioD,1,1,1,1,1,1,1,1
thrC,1,1,1,1,1,1,1,1
dauB,1,1,1,1,1,1,1,1
group_2654,1,1,1,1,1,1,1,1
group_2653,1,1,1,1,1,1,1,1
panB,1,1,1,1,1,1,1,1
ycbX,1,1,1,1,1,1,1,1
apaH,1,1,1,1,1,1,1,1
betT,1,1,1,1,1,1,1,1
piuB,1,1,1,1,1,1,1,1
group_2634,1,1,1,1,1,1,1,1
dedA,1,1,1,1,1,1,1,1
fpvI,1,1,1,1,1,1,1,1
group_2618,1,1,1,1,1,1,1,1
mrcB,1,1,1,1,1,1,1,1
cprR,1,1,1,1,1,1,1,1
gmhB,1,1,1,1,1,1,1,1
nosY,1,1,1,1,1,1,1,1
triA,1,1,1,1,1,1,1,1
group_2605,1,1,1,1,1,1,1,1
group_2602,1,1,1,1,1,1,1,1
yaeQ,1,1,1,1,1,1,1,1
aspA,1,1,1,1,1,1,1,1
leuC,1,1,1,1,1,1,1,1
group_2585,1,1,1,1,1,1,1,1
hldE,1,1,1,1,1,1,1,1
group_2575,1,1,1,1,1,1,1,1
group_2570,1,1,1,1,1,1,1,1
rnk,1,1,1,1,1,1,1,1
group_2562,1,1,1,1,1,1,1,1
magD~~~yfaS,1,1,1,1,1,1,1,1
phoA,1,1,1,1,1,1,1,1
group_2557,1,1,1,1,1,1,1,1
group_2556,1,1,1,1,1,1,1,1
group_2554,1,1,1,1,1,1,1,1
ntrC,1,1,1,1,1,1,1,1
bepA,1,1,1,1,1,1,1,1
group_2537,1,1,1,1,1,1,1,1
gltD,1,1,1,1,1,1,1,1
group_2532,1,1,1,1,1,1,1,1
group_2527,1,1,1,1,1,1,1,1
group_2526,1,1,1,1,1,1,1,1
group_2523,1,1,1,1,1,1,1,1
group_2522,1,1,1,1,1,1,1,1
ybbJ,1,1,1,1,1,1,1,1
group_2520,1,1,1,1,1,1,1,1
lpdA,1,1,1,1,1,1,1,1
group_2518,1,1,1,1,1,1,1,1
group_2517,1,1,1,1,1,1,1,1
msrA,1,1,1,1,1,1,1,1
group_2513,1,1,1,1,1,1,1,1
ebsC,1,1,1,1,1,1,1,1
rfbC,1,1,1,1,1,1,1,1
hydA,1,1,1,1,1,1,1,1
group_2505,1,1,1,1,1,1,1,1
group_2504,1,1,1,1,1,1,1,1
pilZ,1,1,1,1,1,1,1,1
trmA,1,1,1,1,1,1,1,1
ypjD,1,1,1,1,1,1,1,1
group_2502,1,1,1,1,1,1,1,1
group_2501,1,1,1,1,1,1,1,1
prmA,1,1,1,1,1,1,1,1
mdoB,1,1,1,1,1,1,1,1
wspF~~~cheB3,1,1,1,1,1,1,1,1
group_2498,1,1,1,1,1,1,1,1
mtlD,1,1,1,1,1,1,1,1
hslO,1,1,1,1,1,1,1,1
group_2492,1,1,1,1,1,1,1,1
group_2490,1,1,1,1,1,1,1,1
group_2487,1,1,1,1,1,1,1,1
group_2486,1,1,1,1,1,1,1,1
fepB,1,1,1,1,1,1,1,1
ispA,1,1,1,1,1,1,1,1
group_2481,1,1,1,1,1,1,1,1
ydcZ,1,1,1,1,1,1,1,1
group_2475,1,1,1,1,1,1,1,1
group_2473,1,1,1,1,1,1,1,1
tsaB,1,1,1,1,1,1,1,1
ppc,1,1,1,1,1,1,1,1
group_2472,1,1,1,1,1,1,1,1
mgtE,1,1,1,1,1,1,1,1
arcD,1,1,1,1,1,1,1,1
group_2470,1,1,1,1,1,1,1,1
vgrG1a,1,1,1,1,1,1,1,1
tagT,1,1,1,1,1,1,1,1
pppA,1,1,1,1,1,1,1,1
group_2466,1,1,1,1,1,1,1,1
group_2464,1,1,1,1,1,1,1,1
morA,1,1,1,1,1,1,1,1
group_2461,1,1,1,1,1,1,1,1
rng,1,1,1,1,1,1,1,1
group_2431,1,1,1,1,1,1,1,1
group_2422,1,1,1,1,1,1,1,1
kdsD,1,1,1,1,1,1,1,1
group_2421,1,1,1,1,1,1,1,1
group_2420,1,1,1,1,1,1,1,1
group_2412,1,1,1,1,1,1,1,1
group_2399,1,1,1,1,1,1,1,1
group_2398,1,1,1,1,1,1,1,1
group_2397,1,1,1,1,1,1,1,1
group_2395,1,1,1,1,1,1,1,1
rsmB,1,1,1,1,1,1,1,1
guaB,1,1,1,1,1,1,1,1
group_2385,1,1,1,1,1,1,1,1
muiA,1,1,1,1,1,1,1,1
cysZ,1,1,1,1,1,1,1,1
aitP,1,1,1,1,1,1,1,1
group_2373,1,1,1,1,1,1,1,1
group_2368,1,1,1,1,1,1,1,1
group_2367,1,1,1,1,1,1,1,1
msrB,1,1,1,1,1,1,1,1
group_2362,1,1,1,1,1,1,1,1
pncC,1,1,1,1,1,1,1,1
spmA,1,1,1,1,1,1,1,1
fkl,1,1,1,1,1,1,1,1
amn,1,1,1,1,1,1,1,1
group_2359,1,1,1,1,1,1,1,1
group_2358,1,1,1,1,1,1,1,1
lnt,1,1,1,1,1,1,1,1
group_2356,1,1,1,1,1,1,1,1
group_2351,1,1,1,1,1,1,1,1
sprT,1,1,1,1,1,1,1,1
group_2337,1,1,1,1,1,1,1,1
rsmC,1,1,1,1,1,1,1,1
gdt1,1,1,1,1,1,1,1,1
group_2335,1,1,1,1,1,1,1,1
group_2331,1,1,1,1,1,1,1,1
group_2325,1,1,1,1,1,1,1,1
rsmG,1,1,1,1,1,1,1,1
spoVK,1,1,1,1,1,1,1,1
group_2323,1,1,1,1,1,1,1,1
group_2322,1,1,1,1,1,1,1,1
gltX,1,1,1,1,1,1,1,1
parR,1,1,1,1,1,1,1,1
group_2305,1,1,1,1,1,1,1,1
pcaH,1,1,1,1,1,1,1,1
group_2303,1,1,1,1,1,1,1,1
group_2299,1,1,1,1,1,1,1,1
pepA,1,1,1,1,1,1,1,1
yHI9,1,1,1,1,1,1,1,1
trpA,1,1,1,1,1,1,1,1
hPtr,1,1,1,1,1,1,1,1
group_2295,1,1,1,1,1,1,1,1
ppk1,1,1,1,1,1,1,1,1
mazG,1,1,1,1,1,1,1,1
group_2294,1,1,1,1,1,1,1,1
group_2292,1,1,1,1,1,1,1,1
rlmD,1,1,1,1,1,1,1,1
group_2285,1,1,1,1,1,1,1,1
group_2284,1,1,1,1,1,1,1,1
group_2281,1,1,1,1,1,1,1,1
group_2280,1,1,1,1,1,1,1,1
hslR,1,1,1,1,1,1,1,1
kptA,1,1,1,1,1,1,1,1
group_2279,1,1,1,1,1,1,1,1
hemC,1,1,1,1,1,1,1,1
aCH1,1,1,1,1,1,1,1,1
pyrF,1,1,1,1,1,1,1,1
group_2275,1,1,1,1,1,1,1,1
estA,1,1,1,1,1,1,1,1
dppB,1,1,1,1,1,1,1,1
rlmF,1,1,1,1,1,1,1,1
queG,1,1,1,1,1,1,1,1
oruR,1,1,1,1,1,1,1,1
group_2268,1,1,1,1,1,1,1,1
mexS~~~qor,1,1,1,1,1,1,1,1
chlD,1,1,1,1,1,1,1,1
folB,1,1,1,1,1,1,1,1
hsiC1,1,1,1,1,1,1,1,1
group_2266,1,1,1,1,1,1,1,1
group_2264,1,1,1,1,1,1,1,1
nupP,1,1,1,1,1,1,1,1
group_2261,1,1,1,1,1,1,1,1
group_2260,1,1,1,1,1,1,1,1
nusB,1,1,1,1,1,1,1,1
group_2259,1,1,1,1,1,1,1,1
serA,1,1,1,1,1,1,1,1
yckC,1,1,1,1,1,1,1,1
rnd,1,1,1,1,1,1,1,1
group_2257,1,1,1,1,1,1,1,1
csdA,1,1,1,1,1,1,1,1
sphA,1,1,1,1,1,1,1,1
cprA,1,1,1,1,1,1,1,1
group_2252,1,1,1,1,1,1,1,1
group_2250,1,1,1,1,1,1,1,1
qscR,1,1,1,1,1,1,1,1
aruH,1,1,1,1,1,1,1,1
group_2248,1,1,1,1,1,1,1,1
group_2243,1,1,1,1,1,1,1,1
lysS,1,1,1,1,1,1,1,1
cysE,1,1,1,1,1,1,1,1
group_2240,1,1,1,1,1,1,1,1
group_2239,1,1,1,1,1,1,1,1
utp,1,1,1,1,1,1,1,1
pyk,1,1,1,1,1,1,1,1
group_2233,1,1,1,1,1,1,1,1
group_2232,1,1,1,1,1,1,1,1
group_2225,1,1,1,1,1,1,1,1
group_2224,1,1,1,1,1,1,1,1
dsdA,1,1,1,1,1,1,1,1
group_2223,1,1,1,1,1,1,1,1
group_2222,1,1,1,1,1,1,1,1
ugpB,1,1,1,1,1,1,1,1
group_2221,1,1,1,1,1,1,1,1
yibQ,1,1,1,1,1,1,1,1
dppA5,1,1,1,1,1,1,1,1
opmH,1,1,1,1,1,1,1,1
mET17,1,1,1,1,1,1,1,1
selO,1,1,1,1,1,1,1,1
nnr2,1,1,1,1,1,1,1,1
group_2205,1,1,1,1,1,1,1,1
glpK,1,1,1,1,1,1,1,1
atuC,1,1,1,1,1,1,1,1
group_2192,1,1,1,1,1,1,1,1
yurZ,1,1,1,1,1,1,1,1
group_2188,1,1,1,1,1,1,1,1
kefB,1,1,1,1,1,1,1,1
pilU,1,1,1,1,1,1,1,1
mutL,1,1,1,1,1,1,1,1
mqo,1,1,1,1,1,1,1,1
mexB,1,1,1,1,1,1,1,1
group_2174,1,1,1,1,1,1,1,1
group_2172,1,1,1,1,1,1,1,1
group_2171,1,1,1,1,1,1,1,1
walK,1,1,1,1,1,1,1,1
caiD~~~atuE,1,1,1,1,1,1,1,1
fpvR,1,1,1,1,1,1,1,1
pvdT~~~macB,1,1,1,1,1,1,1,1
pspF,1,1,1,1,1,1,1,1
oPT,1,1,1,1,1,1,1,1
nuoM,1,1,1,1,1,1,1,1
pbuX,1,1,1,1,1,1,1,1
emrB,1,1,1,1,1,1,1,1
group_2164,1,1,1,1,1,1,1,1
group_2163,1,1,1,1,1,1,1,1
nhaB,1,1,1,1,1,1,1,1
polB,1,1,1,1,1,1,1,1
group_2162,1,1,1,1,1,1,1,1
group_2161,1,1,1,1,1,1,1,1
copA1,1,1,1,1,1,1,1,1
opgG,1,1,1,1,1,1,1,1
pA2371,1,1,1,1,1,1,1,1
dipA,1,1,1,1,1,1,1,1
hyfB,1,1,1,1,1,1,1,1
stk1,1,1,1,1,1,1,1,1
ansP,1,1,1,1,1,1,1,1
rnhB,1,1,1,1,1,1,1,1
glpD,1,1,1,1,1,1,1,1
atpA,1,1,1,1,1,1,1,1
group_2102,1,1,1,1,1,1,1,1
mutK,1,1,1,1,1,1,1,1
spoVR,1,1,1,1,1,1,1,1
tyrR,1,1,1,1,1,1,1,1
ahpF,1,1,1,1,1,1,1,1
sUL1,1,1,1,1,1,1,1,1
guaA,1,1,1,1,1,1,1,1
zapE,1,1,1,1,1,1,1,1
prfC,1,1,1,1,1,1,1,1
group_1993,1,1,1,1,1,1,1,1
ctaD,1,1,1,1,1,1,1,1
rtcR,1,1,1,1,1,1,1,1
aceA,1,1,1,1,1,1,1,1
cspC,1,1,1,1,1,1,1,1
group_1958,1,1,1,1,1,1,1,1
group_1957,1,1,1,1,1,1,1,1
ppsA,1,1,1,1,1,1,1,1
group_1951,1,1,1,1,1,1,1,1
cobA,1,1,1,1,1,1,1,1
bfd,1,1,1,1,1,1,1,1
oppA,1,1,1,1,1,1,1,1
group_1950,1,1,1,1,1,1,1,1
group_1931,1,1,1,1,1,1,1,1
paaP,1,1,1,1,1,1,1,1
lpxB,1,1,1,1,1,1,1,1
mucP,1,1,1,1,1,1,1,1
cdsA,1,1,1,1,1,1,1,1
group_1914,1,1,1,1,1,1,1,1
group_1912,1,1,1,1,1,1,1,1
wbpZ~~~rfaB,1,1,1,1,1,1,1,1
nirN,1,1,1,1,1,1,1,1
ubiK,1,1,1,1,1,1,1,1
hutH,1,1,1,1,1,1,1,1
spoIIAA,1,1,1,1,1,1,1,1
group_1902,1,1,1,1,1,1,1,1
gGDEF,1,1,1,1,1,1,1,1
group_1900,1,1,1,1,1,1,1,1
group_1899,1,1,1,1,1,1,1,1
group_1898,1,1,1,1,1,1,1,1
group_1894,1,1,1,1,1,1,1,1
rtcB,1,1,1,1,1,1,1,1
eVE,1,1,1,1,1,1,1,1
group_1888,1,1,1,1,1,1,1,1
rpmE2,1,1,1,1,1,1,1,1
holA,1,1,1,1,1,1,1,1
group_1885,1,1,1,1,1,1,1,1
dnaQ,1,1,1,1,1,1,1,1
group_1884,1,1,1,1,1,1,1,1
alkB,1,1,1,1,1,1,1,1
napF,1,1,1,1,1,1,1,1
group_1879,1,1,1,1,1,1,1,1
glcG,1,1,1,1,1,1,1,1
zupT,1,1,1,1,1,1,1,1
yceD,1,1,1,1,1,1,1,1
plsX,1,1,1,1,1,1,1,1
group_1857,1,1,1,1,1,1,1,1
pcaF,1,1,1,1,1,1,1,1
group_1837,1,1,1,1,1,1,1,1
group_1834,1,1,1,1,1,1,1,1
group_1833,1,1,1,1,1,1,1,1
group_1829,1,1,1,1,1,1,1,1
lrp,1,1,1,1,1,1,1,1
dbpA,1,1,1,1,1,1,1,1
ygfB,1,1,1,1,1,1,1,1
pyrD,1,1,1,1,1,1,1,1
gntR,1,1,1,1,1,1,1,1
group_1816,1,1,1,1,1,1,1,1
group_1814,1,1,1,1,1,1,1,1
priA,1,1,1,1,1,1,1,1
tsaD,1,1,1,1,1,1,1,1
yncB,1,1,1,1,1,1,1,1
fixX,1,1,1,1,1,1,1,1
group_1806,1,1,1,1,1,1,1,1
group_1805,1,1,1,1,1,1,1,1
group_1804,1,1,1,1,1,1,1,1
parE,1,1,1,1,1,1,1,1
rlmK,1,1,1,1,1,1,1,1
aRA1,1,1,1,1,1,1,1,1
apbE,1,1,1,1,1,1,1,1
group_1795,1,1,1,1,1,1,1,1
group_1794,1,1,1,1,1,1,1,1
feoA,1,1,1,1,1,1,1,1
map,1,1,1,1,1,1,1,1
group_1786,1,1,1,1,1,1,1,1
pgi,1,1,1,1,1,1,1,1
group_1781,1,1,1,1,1,1,1,1
fAA1,1,1,1,1,1,1,1,1
group_1767,1,1,1,1,1,1,1,1
group_1762,1,1,1,1,1,1,1,1
group_1757,1,1,1,1,1,1,1,1
queF,1,1,1,1,1,1,1,1
group_1756,1,1,1,1,1,1,1,1
glnS,1,1,1,1,1,1,1,1
group_1753,1,1,1,1,1,1,1,1
cHASE4,1,1,1,1,1,1,1,1
emrE,1,1,1,1,1,1,1,1
group_1747,1,1,1,1,1,1,1,1
group_1741,1,1,1,1,1,1,1,1
