Gene,Non-unique Gene name,Annotation,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
group_7509,ycjU,HAD family phosphatase,PDAIHB_21535,PBCHDC_09870,KMNHBM_09865,BBDLCB_20385,MADGKI_14475,PBCHDC_09870,,FJKPLL_10480
group_7445,,hypothetical protein,PDAIHB_24310,,,BBDLCB_26005,MADGKI_24970,,PNMAHC_14250,FJKPLL_11610
rpsC,rpsC,30S ribosomal protein S3,PDAIHB_29575,,,BBDLCB_26185,MADGKI_25565,,PNMAHC_04075,FJKPLL_21790
rplA,rplA,50S ribosomal protein L1,PDAIHB_29485,,,BBDLCB_26095,MADGKI_25475,,PNMAHC_03985,FJKPLL_21880
group_7025,fimC,fimbrial chaperone protein,PDAIHB_21215,PBCHDC_10190,KMNHBM_10185,BBDLCB_20075,MADGKI_14165,PBCHDC_10190,,FJKPLL_10800
rhlG,rhlG,3-oxoacyl-ACP reductase RhlG,PDAIHB_18910,PBCHDC_24195,,BBDLCB_07890,MADGKI_03455,PBCHDC_24195,,FJKPLL_17390
rplB,rplB,50S ribosomal protein L2,PDAIHB_29560,,,BBDLCB_26170,MADGKI_25550,,PNMAHC_04060,FJKPLL_21805
group_6523,araJ;,putative arabinose efflux permease AraJ MFS family;MFS transporter,PDAIHB_13685,PBCHDC_06450,KMNHBM_05260,BBDLCB_15975,MADGKI_03730,PBCHDC_06450,PNMAHC_23730,FJKPLL_22325
ypfJ,ypfJ,neutral zinc metallopeptidase,PDAIHB_02900,PBCHDC_09580,KMNHBM_09580,BBDLCB_06665,MADGKI_24330,PBCHDC_09580,PNMAHC_26245,FJKPLL_24270
group_6248,lysR,LysR family transcriptional regulator,PDAIHB_24395,,,BBDLCB_25920,MADGKI_25055,,PNMAHC_14335,FJKPLL_11525
prfB,prfB,peptide chain release factor 2,PDAIHB_07435,PBCHDC_04400,KMNHBM_04400,BBDLCB_09395,MADGKI_01950,PBCHDC_04400,,FJKPLL_18990
group_6064,lysR,LysR family transcriptional regulator,PDAIHB_21245,PBCHDC_10160,KMNHBM_10155,BBDLCB_20105,MADGKI_14195,PBCHDC_10160,,FJKPLL_10770
group_6017,araC,AraC family transcriptional regulator,PDAIHB_24325,,,BBDLCB_25990,MADGKI_24985,,PNMAHC_14265,FJKPLL_11595
ddlA,ddlA,D-alanine--D-alanine ligase A,PDAIHB_26795,PBCHDC_26345,KMNHBM_26405,,,PBCHDC_26345,PNMAHC_04340,FJKPLL_21545
bkdA2,bkdA2,2-oxoisovalerate dehydrogenase subunit beta,PDAIHB_24490,,,BBDLCB_25825,MADGKI_25150,,PNMAHC_14430,FJKPLL_11430
group_5257,ssuD,LLM class flavin-dependent oxidoreductase,PDAIHB_21415,PBCHDC_09990,KMNHBM_09985,BBDLCB_20275,MADGKI_14365,PBCHDC_09990,,FJKPLL_10600
group_5070,rhaT,EamA/RhaT family transporter,PDAIHB_18680,,KMNHBM_25955,BBDLCB_20650,,,PNMAHC_01520,FJKPLL_01020
group_5069,,outer membrane porin OprD family;Outer membrane porin OprD family protein,PDAIHB_18685,,KMNHBM_25960,BBDLCB_20645,,,PNMAHC_01525,FJKPLL_01025
group_5065,uhpC,MFS transporter,PDAIHB_18690,,KMNHBM_25965,BBDLCB_20640,,,PNMAHC_01530,FJKPLL_01030
quiC1,quiC1,3-dehydroshikimate dehydratase,PDAIHB_18695,,KMNHBM_25970,BBDLCB_20635,,,PNMAHC_01535,FJKPLL_01035
group_5056,acrR,TetR family transcriptional regulator,PDAIHB_18700,,KMNHBM_25975,BBDLCB_20630,,,PNMAHC_01540,FJKPLL_01040
group_5053,aroE;,shikimate dehydrogenase;hypothetical protein;Shikimate 5-dehydrogenase,PDAIHB_18705,,KMNHBM_25980,BBDLCB_20625,,,PNMAHC_01545,FJKPLL_01045
group_5042,araJ,putative arabinose efflux permease AraJ MFS family;MFS transporter,PDAIHB_18715,,KMNHBM_25990,BBDLCB_20615,,,PNMAHC_01555,FJKPLL_01055
aroQ,aroQ,type II 3-dehydroquinate dehydratase,PDAIHB_18710,,KMNHBM_25985,BBDLCB_20620,,,PNMAHC_01550,FJKPLL_01050
pobA,pobA,4-hydroxybenzoate 3-monooxygenase,PDAIHB_18720,,KMNHBM_25995,BBDLCB_20610,,,PNMAHC_01560,FJKPLL_01060
group_5025,araC;,AraC family transcriptional regulator;helix-turn-helix domain-containing protein,PDAIHB_18725,,KMNHBM_26000,BBDLCB_20605,,,PNMAHC_01565,FJKPLL_01065
group_4996,,hypothetical protein,PDAIHB_21650,PBCHDC_09755,KMNHBM_09755,BBDLCB_20495,MADGKI_14585,PBCHDC_09755,PNMAHC_15610,FJKPLL_10375
group_4993,;rimI,GNAT family N-acetyltransferase,PDAIHB_18730,,KMNHBM_26005,BBDLCB_20600,,,PNMAHC_01570,FJKPLL_01070
group_4959,cBS,histidine kinase,PDAIHB_18735,,KMNHBM_26010,BBDLCB_20595,,,PNMAHC_01575,FJKPLL_01075
group_4930,,Suppressor of fused protein (SUFU),PDAIHB_18740,,KMNHBM_26015,BBDLCB_20590,,,PNMAHC_01580,FJKPLL_01080
hudA,;hudA,UbiD family decarboxylase;UbiD-like decarboxylase,PDAIHB_18755,,KMNHBM_26030,BBDLCB_20575,,,PNMAHC_01590,FJKPLL_01095
yoaK,yoaK,DUF1275 domain-containing protein;Membrane protein,PDAIHB_18760,,KMNHBM_26035,BBDLCB_20565,,,PNMAHC_01595,FJKPLL_01100
fptA,fptA;,Fe(3+)-pyochelin receptor FptA;hypothetical protein,PDAIHB_29700,,,BBDLCB_26365,MADGKI_25745,,PNMAHC_04255,FJKPLL_21610
group_4495,,hypothetical protein,PDAIHB_20940,PBCHDC_10465,KMNHBM_10460,BBDLCB_19800,MADGKI_13890,PBCHDC_10465,PNMAHC_15065,FJKPLL_11075
group_4481,,Yip1 domain-containing protein,PDAIHB_20945,PBCHDC_10460,KMNHBM_10455,BBDLCB_19805,MADGKI_13895,PBCHDC_10460,PNMAHC_15070,FJKPLL_11070
eRG3,eRG3,fatty acid hydroxylase,PDAIHB_28100,,KMNHBM_14520,BBDLCB_15565,MADGKI_16640,,PNMAHC_23150,FJKPLL_03430
group_4458,pAS;,hybrid sensor histidine kinase/response regulator;hypothetical protein;PAS domain-containing S-box protein;ATP-binding protein,PDAIHB_20950,PBCHDC_10455,KMNHBM_10450,BBDLCB_19810,MADGKI_13900,PBCHDC_10455,PNMAHC_15075,FJKPLL_11065
group_4432,araC,AraC family transcriptional regulator,PDAIHB_28105,,KMNHBM_14525,BBDLCB_15570,MADGKI_16635,,PNMAHC_23155,FJKPLL_03425
group_4422,;ywnB,NAD-dependent epimerase,PDAIHB_20955,PBCHDC_10450,KMNHBM_10445,BBDLCB_19815,MADGKI_13905,PBCHDC_10450,PNMAHC_15080,FJKPLL_11060
treY,treY,malto-oligosyltrehalose synthase,PDAIHB_21030,PBCHDC_10375,KMNHBM_10370,BBDLCB_19890,MADGKI_13980,PBCHDC_10375,PNMAHC_15160,FJKPLL_10985
pchG~~~pchH,pchG;;pchH,pyochelin biosynthesis thiazoline reductase PchG;hypothetical protein;ABC transporter ATP-binding protein;ABC transporter ATP-binding protein PchH,PDAIHB_29710;PDAIHB_29715,,,BBDLCB_26355;BBDLCB_26350,MADGKI_25730;MADGKI_25735,,PNMAHC_04240,FJKPLL_21620;FJKPLL_21625
group_4389,,MFS transporter,PDAIHB_21530,PBCHDC_09875,KMNHBM_09870,BBDLCB_20380,MADGKI_14470,PBCHDC_09875,,FJKPLL_10485
malQ,malQ;,4-alpha-glucanotransferase;hypothetical protein,PDAIHB_21025,PBCHDC_10380,KMNHBM_10375,BBDLCB_19885,MADGKI_13975,PBCHDC_10380,PNMAHC_15155,FJKPLL_10990
group_4377,,hypothetical protein,PDAIHB_20960,PBCHDC_10445,KMNHBM_10440,BBDLCB_19820,MADGKI_13910,PBCHDC_10445,PNMAHC_15085,FJKPLL_11055
pchF,pchF;,pyochelin non-ribosomal peptide synthetase PchF;thioesterase domain-containing protein;phosphopantetheine-binding protein;Phenyloxazoline synthase MbtB,PDAIHB_29720,,,BBDLCB_26345,MADGKI_25725,,PNMAHC_04235,FJKPLL_21630
treZ,treZ,malto-oligosyltrehalose trehalohydrolase,PDAIHB_21020,PBCHDC_10385,KMNHBM_10380,BBDLCB_19880,MADGKI_13970,PBCHDC_10385,PNMAHC_15150,FJKPLL_10995
group_4298,,hypothetical protein,PDAIHB_20965,PBCHDC_10440,KMNHBM_10435,BBDLCB_19825,MADGKI_13915,PBCHDC_10440,PNMAHC_15090,FJKPLL_11050
pchE,pchE;,pyochelin non-ribosomal peptide synthetase PchE;condensation domain-containing protein;phosphopantetheine-binding protein,PDAIHB_29725,,,BBDLCB_26340,MADGKI_25720,,PNMAHC_04230,FJKPLL_21635
nifS,nifS,IscS subfamily cysteine desulfurase,PDAIHB_21565,PBCHDC_09840,KMNHBM_09840,BBDLCB_20410,MADGKI_14500,PBCHDC_09840,,FJKPLL_10455
group_4184,,ATP-NAD kinase,PDAIHB_25240,PBCHDC_13440,KMNHBM_12900,BBDLCB_17860,MADGKI_12120,PBCHDC_13440,PNMAHC_18095,FJKPLL_07920
glgA,glgA,glycogen synthase GlgA,PDAIHB_21015,PBCHDC_10390,KMNHBM_10385,BBDLCB_19875,MADGKI_13965,PBCHDC_10390,PNMAHC_15145,FJKPLL_11000
group_4173,,hypothetical protein,PDAIHB_20970,PBCHDC_10435,KMNHBM_10430,BBDLCB_19830,MADGKI_13920,PBCHDC_10435,PNMAHC_15095,FJKPLL_11045
pchR,pchR;,pyochelin biosynthesis transcriptional regulator PchR;hypothetical protein,PDAIHB_29730,,,BBDLCB_26335,MADGKI_25715,,PNMAHC_04225,FJKPLL_21640
birA,birA;,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA;Bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor;Bifunctional ligase/repressor BirA;HTH domain-containing protein,PDAIHB_29430,,,BBDLCB_26040,MADGKI_25420,,PNMAHC_03930,FJKPLL_21935
group_3984,,DUF3509 domain-containing protein,PDAIHB_21010,PBCHDC_10395,KMNHBM_10390,BBDLCB_19870,MADGKI_13960,PBCHDC_10395,PNMAHC_15140,FJKPLL_11005
group_3983,,DUF2892 domain-containing protein,PDAIHB_20975,PBCHDC_10430,KMNHBM_10425,BBDLCB_19835,MADGKI_13925,PBCHDC_10430,PNMAHC_15100,FJKPLL_11040
pchD,pchD;,Pyochelin synthase PchD;Iron aquisition 23-dihydroxybenzoate-AMP ligase;AMP-binding protein;pyochelin biosynthesis salicyl-AMP ligase PchD,PDAIHB_29735,,,BBDLCB_26330,MADGKI_25710,,PNMAHC_04220,FJKPLL_21645
pfeE,pfeE,ferric enterobactin esterase PfeE,PDAIHB_27475,,KMNHBM_20345,BBDLCB_01060,MADGKI_08000,,PNMAHC_19110,FJKPLL_13690
pqsL,pqsL,FAD-dependent monooxygenase PqsL,PDAIHB_26850,PBCHDC_26290,KMNHBM_26460,,,PBCHDC_26290,PNMAHC_04370,FJKPLL_21490
adhP,adhP;,hydroxyacid dehydrogenase;hypothetical protein,PDAIHB_24355,,,BBDLCB_25960,MADGKI_25015,,PNMAHC_14295,FJKPLL_11565
coaX,coaX;,pantothenate kinase;type III pantothenate kinase,PDAIHB_29435,,,BBDLCB_26045,MADGKI_25425,,PNMAHC_03935,FJKPLL_21930
bkdA1,bkdA1,2-oxoisovalerate dehydrogenase subunit alpha,PDAIHB_24495,,,BBDLCB_25820,MADGKI_25155,,PNMAHC_14435,FJKPLL_11425
frvX,frvX;,peptidase M42;M42 family peptidase,PDAIHB_20980,PBCHDC_10425,KMNHBM_10420,BBDLCB_19840,MADGKI_13930,PBCHDC_10425,PNMAHC_15105,FJKPLL_11035
group_3646,ansP;,amino acid permease;L-asparagine transporter or related permease,PDAIHB_21470,PBCHDC_09935,KMNHBM_09930,BBDLCB_20330,MADGKI_14420,PBCHDC_09935,PNMAHC_15460,FJKPLL_10545
grsT~~~pchC,grsT;;pchC,thioesterase;Thioesterase;pyochelin biosynthesis editing thioesterase PchC,PDAIHB_29740,,,BBDLCB_26325,MADGKI_25705,,PNMAHC_04215,FJKPLL_21650
ptxS,ptxS,transcriptional regulator PtxS,PDAIHB_24435,,,BBDLCB_25880,MADGKI_25095,,PNMAHC_14375,FJKPLL_11485
ppgL,ppgL,gluconolactonase PpgL,PDAIHB_26780,PBCHDC_26360,KMNHBM_26390,,,PBCHDC_26360,PNMAHC_04325,FJKPLL_21560
ptxR,ptxR,HTH-type transcriptional regulator PtxR,PDAIHB_24440,,,BBDLCB_25875,MADGKI_25100,,PNMAHC_14380,FJKPLL_11480
group_3413,araJ,MFS transporter,PDAIHB_21410,PBCHDC_09995,KMNHBM_09990,BBDLCB_20270,MADGKI_14360,PBCHDC_09995,,FJKPLL_10605
bfiR,bfiR,two-component system response regulator BfiR,PDAIHB_26820,PBCHDC_26320,KMNHBM_26430,,,PBCHDC_26320,PNMAHC_04365,FJKPLL_21520
group_3386,;araC,AraC family transcriptional regulator;Hypothetical transcriptional regulator YqhC;AraC family transcriptional regulator N-terminal domain-containing protein,PDAIHB_24350,,,BBDLCB_25965,MADGKI_25010,,PNMAHC_14290,FJKPLL_11570
pumA,pumA,monooxygenase PumA,PDAIHB_24360,,,BBDLCB_25955,MADGKI_25020,,PNMAHC_14300,FJKPLL_11560
group_3375,,sporulation protein,PDAIHB_29440,,,BBDLCB_26050,MADGKI_25430,,PNMAHC_03940,FJKPLL_21925
group_3345,rlmK,methyltransferase,PDAIHB_12925,PBCHDC_16900,KMNHBM_17400,BBDLCB_11575,MADGKI_12710,PBCHDC_16900,PNMAHC_18950,FJKPLL_07085
group_3259,uhpC,MFS transporter,PDAIHB_24420,,,BBDLCB_25895,MADGKI_25080,,PNMAHC_14360,FJKPLL_11500
secY,secY,preprotein translocase subunit SecY,PDAIHB_29645,,,BBDLCB_26255,MADGKI_25635,,PNMAHC_04145,FJKPLL_21720
group_3055,,DUF3182 domain-containing protein;hypothetical protein;Biotin carboxylase,PDAIHB_21005,PBCHDC_10400,KMNHBM_10395,BBDLCB_19865,MADGKI_13955,PBCHDC_10400,PNMAHC_15130,FJKPLL_11010
group_3054,,hemerythrin,PDAIHB_20985,PBCHDC_10420,KMNHBM_10415,BBDLCB_19845,MADGKI_13935,PBCHDC_10420,PNMAHC_15110,FJKPLL_11030
top1,top1,DNA topoisomerase,PDAIHB_24515,,,BBDLCB_25800,MADGKI_25175,,PNMAHC_14455,FJKPLL_11405
group_3044,fusA,elongation factor G,PDAIHB_29530,,,BBDLCB_26140,MADGKI_25520,,PNMAHC_04030,FJKPLL_21835
pchB,pchB,isochorismate lyase PchB,PDAIHB_29745,,,BBDLCB_26320,MADGKI_25700,,PNMAHC_04210,FJKPLL_21655
htpX,htpX;,peptidase;M48 family metallopeptidase;hypothetical protein,PDAIHB_24315,,,BBDLCB_26000,MADGKI_24975,,PNMAHC_14255,FJKPLL_11605
group_2822,fecR,iron dicitrate transport regulator FecR,PDAIHB_21620,PBCHDC_09785,KMNHBM_09785,BBDLCB_20465,MADGKI_14555,PBCHDC_09785,,FJKPLL_10400
nmoR,nmoR,HTH-type transcriptional regulator NmoR,PDAIHB_26785,PBCHDC_26355,KMNHBM_26395,,,PBCHDC_26355,PNMAHC_04330,FJKPLL_21555
group_2794,lpdA;,dihydrolipoyl dehydrogenase;Dihydrolipoamide dehydrogenase;FAD-dependent oxidoreductase,PDAIHB_24480,,,BBDLCB_25835,MADGKI_25140,,PNMAHC_14420,FJKPLL_11440
ada,ada,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada,PDAIHB_21275,PBCHDC_10130,KMNHBM_10125,BBDLCB_20135,MADGKI_14225,PBCHDC_10130,PNMAHC_15375,FJKPLL_10740
group_2774,araJ,MFS transporter,PDAIHB_29760,,,BBDLCB_26305,MADGKI_25685,,PNMAHC_04195,FJKPLL_21670
group_2728,pcaD,3-oxoadipate enol-lactonase,PDAIHB_18355,PBCHDC_25725,KMNHBM_25630,BBDLCB_20690,,PBCHDC_25725,PNMAHC_01495,FJKPLL_00980
group_2725,,AP endonuclease,PDAIHB_24430,,,BBDLCB_25885,MADGKI_25090,,PNMAHC_14370,FJKPLL_11490
group_2636,,hypothetical protein,PDAIHB_24295,,,BBDLCB_26020,MADGKI_24955,,PNMAHC_14235,FJKPLL_11625
group_2635,;ygcG,methanol dehydrogenase;TPM-phosphatase domain-containing protein,PDAIHB_13140,PBCHDC_16685,KMNHBM_17180,BBDLCB_11360,MADGKI_12495,PBCHDC_16685,PNMAHC_18675,FJKPLL_07300
mexG,mexG,multidrug efflux RND transporter inhibitory subunit MexG,PDAIHB_26775,PBCHDC_26365,KMNHBM_26385,,,PBCHDC_26365,PNMAHC_04320,FJKPLL_21565
ansA,ansA;,asparaginase;1-alkyl-2-acetylglycerophosphocholine esterase;hypothetical protein,PDAIHB_24465,,,BBDLCB_25850,MADGKI_25125,,PNMAHC_14405,FJKPLL_11455
group_2499,murJ;,Lipid II flippase MurJ;Putative peptidoglycan biosynthesis protein MurJ;hypothetical protein,PDAIHB_24530,,,BBDLCB_25785,MADGKI_25190,,PNMAHC_14465,FJKPLL_11390
acoR~~~eatR,acoR;eatR;,sigma-54-dependent Fis family transcriptional regulator;sigma-54-dependent transcriptional regulator EatR,PDAIHB_05805,PBCHDC_02765,KMNHBM_02765,BBDLCB_11050,MADGKI_00290,PBCHDC_02765,PNMAHC_05200,FJKPLL_20630
pvcD,pvcD;,paerucumarin biosynthesis heme-binding protein PvcD;hypothetical protein,PDAIHB_24445,,,BBDLCB_25870,MADGKI_25105,,PNMAHC_14385,FJKPLL_11475
group_2483,cirA,TonB-dependent receptor,PDAIHB_24285,,,BBDLCB_26030,MADGKI_24945,,PNMAHC_14225,FJKPLL_11635
bfiS,bfiS;,two-component system sensor histidine kinase BfiS;Signal transduction histidine kinase regulating C4-dicarboxylate transport system,PDAIHB_26815,PBCHDC_26325,KMNHBM_26425,,,PBCHDC_26325,PNMAHC_04360,FJKPLL_21525
group_2423,caiA;,acyl-CoA dehydrogenase;hypothetical protein;Acyl-CoA dehydrogenase,PDAIHB_26805,PBCHDC_26335,KMNHBM_26415,,,PBCHDC_26335,PNMAHC_04350,FJKPLL_21535
pA4218,pA4218;,transporter;MFS transporter,PDAIHB_29685,,,BBDLCB_26380,MADGKI_25760,,PNMAHC_04260,FJKPLL_21595
wzb,wzb,low molecular weight phosphatase family protein,PDAIHB_24335,,,BBDLCB_25980,MADGKI_24995,,PNMAHC_14275,FJKPLL_11585
group_2383,arsR,transcriptional regulator,PDAIHB_24345,,,BBDLCB_25970,MADGKI_25005,,PNMAHC_14285,FJKPLL_11575
soxR,soxR,redox-sensitive transcriptional activator SoxR,PDAIHB_24365,,,BBDLCB_25950,MADGKI_25025,,PNMAHC_14305,FJKPLL_11555
group_2324,;proP,hypothetical protein;Putative major facilitator superfamily transporter;MFS transporter,PDAIHB_21600,PBCHDC_09805,KMNHBM_09805,BBDLCB_20445,MADGKI_14535,PBCHDC_09805,,FJKPLL_10420
group_2288,tolC,peptidase,PDAIHB_19000,PBCHDC_24285,,BBDLCB_07980,MADGKI_03365,PBCHDC_24285,PNMAHC_08285,FJKPLL_17480
group_2265,araC,AraC family transcriptional regulator,PDAIHB_21385,PBCHDC_10020,KMNHBM_10015,BBDLCB_20245,MADGKI_14335,PBCHDC_10020,,FJKPLL_10630
group_2263,,hypothetical protein,PDAIHB_17900,PBCHDC_25270,KMNHBM_25175,BBDLCB_21180,MADGKI_23870,PBCHDC_25270,,FJKPLL_00495
group_2241,;sufI,multicopper oxidase domain-containing protein;copper oxidase;ORFA ORFB ORFC ORFD plasmid-related protein;Plastocyanin-like domain-containing protein;hypothetical protein;Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA),PDAIHB_21545;PDAIHB_21550,PBCHDC_09855;PBCHDC_09860,KMNHBM_09855,BBDLCB_20395,MADGKI_14485,PBCHDC_09860;PBCHDC_09855,,FJKPLL_10470
group_2206,yqjQ,SDR family oxidoreductase,PDAIHB_21370,PBCHDC_10035,KMNHBM_10030,BBDLCB_20230,MADGKI_14320,PBCHDC_10035,,FJKPLL_10645
yejE,;yejE,ABC transporter permease,PDAIHB_21575,PBCHDC_09830,KMNHBM_09830,BBDLCB_20420,MADGKI_14510,PBCHDC_09830,,FJKPLL_10445
group_1974,gspF,type II secretion system inner membrane protein GspF,PDAIHB_28180,,KMNHBM_14600,BBDLCB_15650,MADGKI_16555,,PNMAHC_23230,FJKPLL_03345
liuB,liuB,methylcrotonyl-CoA carboxylase subunit beta,PDAIHB_28425,PBCHDC_26815,KMNHBM_26210,BBDLCB_27160,MADGKI_00135,PBCHDC_26815,PNMAHC_15775,FJKPLL_10210
group_1644,,Putative glycolipid-binding,PDAIHB_28325,PBCHDC_26715,KMNHBM_26310,BBDLCB_27060,MADGKI_00235,PBCHDC_26715,PNMAHC_15890,FJKPLL_10110
group_1632,,DUF3509 domain-containing protein,PDAIHB_18995,PBCHDC_24280,,BBDLCB_07975,MADGKI_03370,PBCHDC_24280,PNMAHC_08290,FJKPLL_17475
rpsD,rpsD,30S ribosomal protein S4,PDAIHB_29665,,,BBDLCB_26275,MADGKI_25655,,PNMAHC_04165,FJKPLL_21700
group_1599,,carbamoyl transferase,PDAIHB_21525,PBCHDC_09880,KMNHBM_09875,BBDLCB_20375,MADGKI_14465,PBCHDC_09880,,FJKPLL_10490
dAP2,dAP2,alpha/beta hydrolase;Dipeptidyl aminopeptidase/acylaminoacyl peptidase,PDAIHB_21000,PBCHDC_10405,KMNHBM_10400,BBDLCB_19860,MADGKI_13950,PBCHDC_10405,PNMAHC_15125,FJKPLL_11015
group_1548,,Inner centromere protein,PDAIHB_24510,,,BBDLCB_25805,MADGKI_25170,,PNMAHC_14450,FJKPLL_11410
group_1537,,Winged helix-turn helix,PDAIHB_28505,PBCHDC_26895,KMNHBM_26130,BBDLCB_27240,MADGKI_00055,PBCHDC_26895,PNMAHC_15695,FJKPLL_10290
pchA,;pchA,isochorismate synthase;salicylate biosynthesis isochorismate synthase PchA,PDAIHB_29750,,,BBDLCB_26315,MADGKI_25695,,PNMAHC_04205,FJKPLL_21660
group_1485,fecR;,iron dicitrate transport regulator FecR;FecR domain-containing protein,PDAIHB_21395,PBCHDC_10010,KMNHBM_10005,BBDLCB_20255,MADGKI_14345,PBCHDC_10010,,FJKPLL_10620
group_1484,acrR;,TetR family transcriptional regulator;TetR/AcrR family transcriptional regulator;DNA-binding transcriptional repressor AcrR,PDAIHB_24380,,,BBDLCB_25935,MADGKI_25040,,PNMAHC_14320,FJKPLL_11540
group_1479,betA,GMC family oxidoreductase,PDAIHB_24405,,,BBDLCB_25910,MADGKI_25065,,PNMAHC_14345,FJKPLL_11515
group_1190,;cls,Cardiolipin synthase;Phospholipase D Active site motif;phosphatidylserine/phosphatidylglycerophosphate/ cardiolipin synthase family protein;Phospholipase D/transphosphatidylase;hypothetical protein,PDAIHB_00960,PBCHDC_07640,KMNHBM_07640,BBDLCB_04730,MADGKI_10010,PBCHDC_07640,,FJKPLL_26200
brnQ,brnQ,branched-chain amino acid transport system II carrier protein,PDAIHB_25145,PBCHDC_13345,KMNHBM_12805,BBDLCB_17955,MADGKI_12025,PBCHDC_13345,PNMAHC_17730,FJKPLL_08015
group_1075,,hypothetical protein,PDAIHB_05765,PBCHDC_02725,KMNHBM_02725,BBDLCB_03740,,PBCHDC_02725,,FJKPLL_16285
group_1063,,hypothetical protein,PDAIHB_24320,,,BBDLCB_25995,MADGKI_24980,,PNMAHC_14260,FJKPLL_11600
group_1056,rpoE,RNA polymerase subunit sigma,PDAIHB_21625,PBCHDC_09780,KMNHBM_09780,BBDLCB_20470,MADGKI_14560,PBCHDC_09780,,FJKPLL_10395
gumC,gumC,lipopolysaccharide biosynthesis protein,PDAIHB_24560,,,BBDLCB_25755,MADGKI_25220,,PNMAHC_14495,FJKPLL_11360
gloB,gloB;,MBL fold metallo-hydrolase,PDAIHB_26800,PBCHDC_26340,KMNHBM_26410,,,PBCHDC_26340,PNMAHC_04345,FJKPLL_21540
nmoA,nmoA;,Nitronate monooxygenase,PDAIHB_26790,PBCHDC_26350,KMNHBM_26400,,,PBCHDC_26350,PNMAHC_04335,FJKPLL_21550
bkdB,bkdB;,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex;Branched-chain alpha-keto acid dehydrogenase subunit E2;E3 binding domain-containing protein,PDAIHB_24485,,,BBDLCB_25830,MADGKI_25145,,PNMAHC_14425,FJKPLL_11435
group_867,,hypothetical protein,PDAIHB_24500,,,BBDLCB_25815,MADGKI_25160,,PNMAHC_14440,FJKPLL_11420
rbsK,rbsK,2-dehydro-3-deoxygluconokinase,PDAIHB_24425,,,BBDLCB_25890,MADGKI_25085,,PNMAHC_14365,FJKPLL_11495
ldhA,ldhA,bifunctional glyoxylate/hydroxypyruvate reductase B,PDAIHB_24415,,,BBDLCB_25900,MADGKI_25075,,PNMAHC_14355,FJKPLL_11505
nolL,nolL,acetyltransferase,PDAIHB_24525,,,BBDLCB_25790,MADGKI_25185,,PNMAHC_14460,FJKPLL_11395
group_655,,gluconate 2-dehydrogenase,PDAIHB_24410,,,BBDLCB_25905,MADGKI_25070,,PNMAHC_14350,FJKPLL_11510
group_620,rfaB;,glycosyl transferase family 1;glycosyl transferase;hypothetical protein;glycosyltransferase,PDAIHB_24545,,,BBDLCB_25770,MADGKI_25205,,PNMAHC_14490,FJKPLL_11375
group_608,,hypothetical protein,PDAIHB_24290,,,BBDLCB_26025,MADGKI_24950,,PNMAHC_14230,FJKPLL_11630
mexH,mexH;,multidrug efflux RND transporter periplasmic adaptor MexH;efflux RND transporter periplasmic adaptor subunit;efflux transporter periplasmic adaptor subunit,PDAIHB_26770,PBCHDC_26370,KMNHBM_26380,,,PBCHDC_26370,PNMAHC_04315,FJKPLL_21570
opmD,;opmD,TolC family protein;multidrug efflux transporter outer membrane subunit OpmD,PDAIHB_26760,PBCHDC_26380,KMNHBM_26370,,,PBCHDC_26380,PNMAHC_04305,FJKPLL_21580
rplL,rplL,50S ribosomal protein L7/L12,PDAIHB_29500,,,BBDLCB_26110,MADGKI_25490,,PNMAHC_04000,FJKPLL_21865
group_412,,hypothetical protein,PDAIHB_27665,,KMNHBM_20535,BBDLCB_01250,MADGKI_07810,,PNMAHC_12255,FJKPLL_13880
asnB,;asnB,hypothetical protein;asparagine synthase (glutamine-hydrolyzing),PDAIHB_21445,PBCHDC_09960,KMNHBM_09955,BBDLCB_20305,MADGKI_14395,PBCHDC_09960,,FJKPLL_10570
group_345,,MFS transporter;MFS domain-containing protein,PDAIHB_24385,,,BBDLCB_25930,MADGKI_25045,,PNMAHC_14325,FJKPLL_11535
uvrA,uvrA,excinuclease ABC subunit UvrA,PDAIHB_29765,,,BBDLCB_26300,MADGKI_25680,,PNMAHC_04190,FJKPLL_21675
yccC,yccC;,FUSC family protein;Uncharacterized membrane protein YccC;Fusaric acid resistance protein family,PDAIHB_12010,PBCHDC_17810,KMNHBM_16855,BBDLCB_12420,MADGKI_13555,PBCHDC_17810,,FJKPLL_06180
pvcA,;pvcA,Pyoverdine biosynthesis protein PvcA;paerucumarin biosynthesis protein PvcA,PDAIHB_24460,,,BBDLCB_25855,MADGKI_25120,,PNMAHC_14400,FJKPLL_11460
yejB,;yejB,hypothetical protein;ABC transporter permease subunit;ABC-type microcin C transport system permease component YejB;peptide ABC transporter permease,PDAIHB_21580,PBCHDC_09825,KMNHBM_09825,BBDLCB_20425,MADGKI_14515,PBCHDC_09825,,FJKPLL_10440
